CMPLID,ODINO,MFR_NAME,MAKETXT,MODELTXT,YEARTXT,CRASH,FAILDATE,FIRE,INJURED,DEATHS,COMPDESC,CITY,STATE,VIN,DATEA,LDATE,MILES,OCCURENCES,CDESCR,CMPL_TYPE,POLICE_RPT_YN,PURCH_DT,ORIG_OWNER_YN,ANTI_BRAKES_YN,CRUISE_CONT_YN,NUM_CYLS,DRIVE_TRAIN,FUEL_SYS,FUEL_TYPE,TRANS_TYPE,VEH_SPEED,DOT,TIRE_SIZE,LOC_OF_TIRE,TIRE_FAIL_TYPE,ORIG_EQUIP_YN,MANUF_DT,SEAT_TYPE,RESTRAINT_TYPE,DEALER_NAME,DEALER_TEL,DEALER_CITY,DEALER_STATE,DEALER_ZIP,PROD_TYPE,REPAIRED_YN,MEDICAL_ATTN,VEHICLES_TOWED_YN,AdaptiveCruiseControl1,ForwardCollisionWarning1,LaneDepartureWarning1,AutomaticEmergencyBraking1,BlindSpotMonitoring1,LaneKeepSystem1,RearVisibilityCamera1,AdaptiveHeadlights1,ParkAssist1,ADAS1
1204617,10744777,Kia Motors America,KIA,SORENTO,2013,N,20150726,N,0,0,engine,LONGMONT,CO,,20150729,20150729,51000,3,"on 3 separate occasions over the past 2.5 years the engine has completely stopped while i was driving on the freeway.  i have narrowed down how to reproduce the problem:  1)  set cruise control  2)  shift into neutral  3)  turn off cruise control quickly after shifting into neutral  the problem doesn't happen every time, but when it does:  1)  the engine stops immediately  2)  a bunch of dashboard lights come on: check engine, oil pressure and others i can't remember  3)  the power steering stops working (probably because the engine is off)  this is very alarming!  i generally work around the problem, but on 7/26 while traveling in wyoming (80 mph speed limit on i-25), the engine quit while i was going 80 mph!  luckily the brakes still worked and i was able to get the car the side and restart.  i could have easily wrecked.  to restart the engine, i:  1)  shift into park  2)  turn off ignition  3)  turn on ignition  i mailed kia the above information two days ago and have not heard back.   updated 9/15/15 *ln.... updated 09/30/15*bf",IVOQ,N,,N,Y,Y,,,FI,GS,,80,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
908543,10449316,KIA MOTORS CORPORATION,KIA,SORENTO,2012,N,20110903,N,,,engine and engine cooling,PLANTSVILLE,CT,,20120225,20120225,233,1,"the 2012 kia sorento lx awd was purchased new with 233 miles on it.  the vehicle's automatic transmission regularly hesitates to up-shift during smooth acceleration while under normal driving conditions (flat roads, cruising speeds), causing the engine to hang in the 3500+ rpm range.  when the car has finished accelerating and has reached cruising speed, my foot backs off the accelerator pedal and it still does not up-shift or even coast.  instead, the vehicle drastically decelerates as the engine rpms drop because the transmission remains in the same gear when my foot leaves the accelerator, rather than up-shifting to the next gear.   i have driven countless automatic transmission vehicles over the years and have never experienced this phenomenon prior to owning this vehicle.  i don?t normally make use of the ""sportmatic shift"" feature of the vehicle's automatic transmission.  however, sometimes ""manually"" up-shifting with the sportmatic shift is the only way to get the car to up-shift properly to 5th or 6th gear once acceleration is complete and cruising speed has been reached.  it seems as if either the transmission or the power train control module is ill-informed or just poorly programmed.  aside from the sheer annoyance of this defect from a driver's perspective, it also is ruining the fuel economy of the vehicle.  for a vehicle with an epa miles-per-gallon rating of 21 city/28 highway/23 combined, i have never once achieved true calculated fuel economy of over 20 mpg since owning this vehicle.  my driving patterns are approximately 40% city and 60% highway driving.  the car is driven in a fairly rural area with hardly any stop-and-go traffic.  the vehicle is not carrying excess weight and all 4 tires are inflated to the manufacturer?s specification.  i've seen online that several other 2012 sorento drivers are complaining about this same issue.  *tr",IVOQ,N,,N,N,N,,,,,,30,,,,,,,,,,,,,,V,,,,0,0,0,0,0,0,0,0,0,0
1475087,11102591,Ford Motor Company,FORD,ESCAPE,2014,N,20180609,N,,,power train,CINCINATTI,OH,1FMCU0GX5EU,20180619,20180619,69000,,"tl* the contact owns a 2014 ford escape. while attempting to park in the driveway, the vehicle was shifted into neutral and the emergency brake was engaged. upon attempting to shift into park, it failed to engage and the back up camera was activated. the vehicle was towed to the dealer (walt sweeney-west hills ford in cincinnati, ohio, 513-922-4500) where it was diagnosed that the plastic piece that attached the transmission cable to the shifter was fractured and needed replacement. the manufacturer was notified of the failure. the vehicle was repaired. the approximate failure mileage was 69,000. ",EVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,Y,0,0,1,0,0,0,0,0,0,1
1359106,10957292,"Subaru of America, Inc.",SUBARU,FORESTER,2016,N,20161119,N,,,electronic stability control,SAINT PAUL,MN,JF2SJADC2GH,20170227,20170227,24000,,"i've had the same issue happen on 2 separate occasions (october and november 2016) - while driving the car i bought brand new, and going appx. 75 mph down the interstate, driving approximately 2 hours straight on flat interstate, the rpm's all of a sudden shoot up and it feels like my car falls out of gear.  the car essentially shuts down and fails to accelerate and slows down quickly, while totally unresponsive.  we have to quickly pull off the road to avoid being hit. several lights show on the dash (have photo) and the vehicle does not respond to acceleration.  we had to shut the car off completely and turn it back on - no response to acceleration or anything.  it did not respond until the 2nd time turning it off and back on. upon bringing to dealership, they have not been able to pull any codes or duplicate the error (either time). they also had a subaru field engineer look at it and found nothing. i am continuously sent away without a solution other than to ""call roadside assistance"" if it happens again, which puts myself and others in serious danger. the most recent time they put 300 miles on it and found that it ""fell out of cruise control"", but aren't offering to fix it and didn't actually duplicate the same error as i had. i'm afraid i'm going to get into a serious car accident and hurt myself or someone else the next time this happens. it feels like subaru (or dealer) isn't owning up to this problem or possibly trying to cover it up to keep their good safety ratings. the dealership has told me that i'm ""the only person in the whole united states reporting this issue"", which i find very difficult to believe.",IVOQ,N,,N,N,N,,,,,,75,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1461277,11088830,General Motors LLC,CHEVROLET,IMPALA,2015,N,20180219,N,,,electrical system,SPENCERPORT,NY,2G1165S30F9,20180418,20180418,41990,,"tl* the contact owns a 2015 chevrolet impala. while reversing out of a parking space, the rear camera failed to operate and the driver's side lane departure alert failed. the vehicle was taken to a local dealer (doan chevrolet, 5049 w ridge rd, spencerport, ny 14559) where it was diagnosed that the module harness was corroded and there was water intrusion. the vehicle was not repaired. the manufacturer was made aware of the failures and offered to assist the contact with half of the repair cost. the approximate failure mileage was 41,990.",EVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,1,0,0,0,1
1160360,10689930,Honda (American Honda Motor Co.),HONDA,CIVIC,2013,N,20140106,N,0,0,vehicle speed control,DENVER,CO,,20150223,20150223,4000,1,"on numerous occasions my manual transmission 2013 honda civic has accelerated on its own in 2nd and 3rd gears.  it occurs much more often in 3rd gear and happened twice just today; it has never done this in 1st, 4th, or 5th gears.  i don't use cruise control so, unless the cruise control is kicking in on its own somehow, that is not the cause.  when the car starts accelerating on its own, i am unable to easily move the gear shift from 2nd or 3rd into neutral and have to either apply alot of pressure to move it into neutral or use the clutch.  breaking will sometimes stop the acceleration but not always and sometimes even when i use the brake, when i take my foot off the brake the car will continue accelerating on its own. this has occurred most often at speeds between 25 and 35.  the car was purchased new from the dealer.  *tr",IVOQ,N,,N,N,N,,,,,,28,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1408540,11024509,Honda (American Honda Motor Co.),HONDA,RIDGELINE,2017,N,20170822,N,,,power train,ELMONT,NY,5FPYK3F87HB,20170919,20170919,4181,,"on 8/22/17 i brought my ridgeline to apple  honda in riverhead ny due several warning lights being activated.  the activated warning lights are as follows: collision mitigation, road departure mitigation, blind spot info system, adaptive cruise control, lane keeping assist, power steering system, vehicle stability assist, hill start assist, trailer stability assist. after a query of your database i found that similar problems have been reported and as a result of this the following nhtsa campaign number 16v888000 was generated.  my concern is apple honda is under reporting and or not report these incident as required.  in my situation i was told my problem was a direct result of a missing fuse c-28.  when researched this fuse is referenced to option.   my problem lays at the missing fuse. fuses just dont go missing. and as per my conversation with the honda service rep alex costa tag # 765 if this fuse was missing the vehicle wouldn't operate. again my primary concern is the mislabling of this recall as a missing fuse.",IVOQ,N,,N,N,N,,,,,,30,,,,,,,,,,,,,,V,,N,N,0,0,0,0,1,0,0,0,0,1
1345205,10938922,Chrysler (FCA US LLC),RAM,2500,2015,N,20161220,N,,,air bags,VIENNA,GA,3C6UR5DL6FG,20161231,20161231,30000,,"nothing has happened so far.  steering wheel switches for electronic display quit working.  air bag indicator flashes some time.  radio controls intermittent.  cruise control sometimes works, sometimes doesn't  i suspect defective clock spring in this vehicle.  i see there is a recall for other fiat chrysler models but not this one.  i think this one needs to be included as well.",IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
948937,10482879,Ford Motor Company,FORD,FIESTA,2012,N,20121024,N,0,0,fuel/propulsion system,MARSHVILLE,NC,3FADP4EJ6CM,20121101,20121101,5980,1,"october 24, 2012 i was driving to work. i accelerated very gingerly (the powershift is effectively two three speed manuals so you can't just jab it) to pass. the car geared into a lower gear as expected and the engine rpm's spiked as expected. the light at the intersection was turning red so i braked easily to bring the car to a stop.    at this point the car was holding the lower gear and revving out of control. i was able to stop the car (as it was trying to overpower the brakes) and place it into neutral which stopped the problem. the car then died and would not restart for approximately 5 minutes.    i restarted the car. as i was getting off the interstate, i was merging into traffic the transmission geared down again. the problem repeated. i tried placing the car in neutral again, however, this did nothing. i cut the car off completely at 50 mph. my steering got really heavy. i used the brakes and the emergency brake to slow the car and strong arm the wheel to the side of the road.    the transmission is junk and the dealership is replacing many parts including a couple clutches (it only has two i believe) and some other internals. this car is not safe. it accelerated out of control and would not respond to commands from the gear selector. i powered off the car to avoid further damage or accident.  *tr",IVOQ,N,,N,N,N,4,,,GS,,50,,,,,,,,,,,,,,V,,,,0,0,0,0,0,0,0,0,0,0
1320162,10908646,"Nissan North America, Inc.",NISSAN,VERSA,2013,N,20160918,N,,,vehicle speed control,PISCATAWAY,NJ,3N1CN7AP9DL,20160922,20160922,47000,5,"tl* the contact owns a 2013 nissan versa. while driving various speeds, the cruise control activated independently. the vehicle was driven to the contact's residence and parked overnight. upon attempting to start the vehicle, it failed to start. an independent mechanic and dealer diagnosed the vehicle and stated that the fuel pump failed and needed to be replaced. the vehicle was not repaired. the manufacturer was notified of the failure. the approximate failure mileage was 47,000.    the consumer also stated the air bag light illuminated and the vehicle continued to smell of gas, after the fuel pump was replaced.  also, the rpm fluctuated between 1500 to 3500 and the tire pressure light illuminated. updated 10/13/16.*jb",EVOQ,N,20141001,N,N,Y,,FWD,FI,GS,,,,,,,,,,,EDISON NISSAN,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1058269,10583103,"Nissan North America, Inc.",NISSAN,VERSA,2013,N,20140406,N,0,0,vehicle speed control,LINDENHURST,NY,3N1CNZAP1DL,20140416,20140416,12897,1,i was riding kwith cruise control for about 10 minutes when i put foot on brake gently to slow down vehicle the vehicle went left right all over the highway several times and would not slow down i pressed the cruise control button and vehicle slowed had vehicles been on the road it would have been a major crasjh.  *tt,IVOQ,N,,N,N,N,,,,,,70,,,,,,,,,,,,,,V,,,,0,0,0,0,0,0,0,0,0,0
904087,10445803,HYUNDAI MOTOR COMPANY,HYUNDAI,ELANTRA,2012,N,20120129,N,,,electrical system,MILLEDGEVILLE,GA,KMHDH4AE6CU,20120130,20120130,3412,4,"traveling on interstate, vehicle suddenly jerked (as if i hit something on the road) complete electrical failure. dash, radio, navigation, power steering went dead.  a few seconds later power came back while vehicle was still rolling and was able to restart by depressing brake and ""start/stop"" button.  a few minutes later while traveling at lower speed, the event repeated.  this time power would not return.  car was in motion and was able to roll to emergency shoulder.  car was stuck in neutral so emergency brake engaged to prevent roll back.  power gone, unable to roll down windows, activate sunroof, radio or anything requiring power.  while call was being made to roadside assistance and after 10 minute wait on hold, dash illuminated power and car was able to be started with start/stop button.      decision was made to leave interstate and take back roads to avoid fatality in event of repeat.  failure experience 3 additional times.  was able to video tape failure:    http://www.youtube.com/watch?v=xn9bpq9fogm&list=fle9mkxppktqats9tx4zu9fq&feature=mh_lolz    *tt",IVOQ,N,,N,N,N,4,FWD,,GS,,70,,,,,,,,,,,,,,V,,,,0,0,0,0,0,0,0,0,0,0
1202755,10743522,Chrysler (FCA US LLC),DODGE,DART,2014,N,20150110,N,0,0,service brakes,NEW BERLIN,WI,1C3CDFEB9ED,20150726,20150726,14451,,"i was at a complete stop, my foot was pushed down on the brake and it suddenly released from my foot followed by a whooshing sound. my brake system failed, and i had to use my emergency brake to stop my vehicle after i started driving it. i had it towed to a dealership and they diagnosed it as oil leaking from the engine into the brake booster. on 7/15/2015 my check engine light appeared, followed by the entire vehicle shaking uncontrollably. i turned the vehicle off, restated it and though the check engine light still appeared, the car no longer shook, and the check engine light went off a couple hours later. on 7/23/2015 the check engine light reappeared so i took it into the dealership where they are currently trying to diagnose what is wrong with it, but think it has a valve plugged or an engine problem. both of these incidents occurred after i had an oil change completed on the vehicle. ",IVOQ,N,,N,N,N,,,,,,0,,,,,,,,,,,,,,V,,N,,0,0,0,0,0,0,0,0,0,0
1471860,11099933,"Volkswagen Group of America, Inc.",VOLKSWAGEN,GOLF,2016,N,20180531,N,,,electrical system,WEST HAVEN,CT,,20180605,20180605,54000,,"despite a 2015 recall,  2016 golfs are still being affected by faulty clock spring setups and a lack of some type of cover that is preventing debris from getting inside and breaking them.      while driving the car, the airbag warning light went on.  i then noticed that none of the control features on the steering wheel worked..  no cruise control, not horn, no system data, etc.  upon further investigation i discovered that the clock spring was the reason for the problem and that this has been an ongoing problem that vw has known about since 2011.  only after an investigation was vw forced into doing a recall in 2015.  the problem obviously still exists since there are a number of continued complaints still being filed.",IVOQ,N,,N,N,N,,,,,,15,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1257202,10822883,Chrysler (FCA US LLC),RAM,3500,2014,N,20141124,N,,,steering,RIVERSIDE,CA,3C7WRVLG9EE,20160128,20160128,2000,9,"tl* the contact owns a 2014 ram 3500. the contact stated that while driving at various speeds, the accelerator pedal was depressed and the vehicle pulled to the left into ongoing traffic. the brake pedal was depressed and the vehicle had to be steered with excessive force back to the correct side of the road. the contact stated that while driving at approximately 55 mph with cruise control engaged, the accelerator pedal was depressed and the vehicle jerked to the left without warning. the failures recurred numerous times. the vehicle was taken to a dealer on numerous occasions where the vehicle was not diagnosed or repaired. the manufacturer was made aware of the failure. the failure mileage was approximately 2,000.   *js",EVOQ,N,,Y,N,Y,6,FWD,,GS,AUTO,55,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1320163,10908646,"Nissan North America, Inc.",NISSAN,VERSA,2013,N,20160918,N,,,air bags,PISCATAWAY,NJ,3N1CN7AP9DL,20160922,20160922,47000,5,"tl* the contact owns a 2013 nissan versa. while driving various speeds, the cruise control activated independently. the vehicle was driven to the contact's residence and parked overnight. upon attempting to start the vehicle, it failed to start. an independent mechanic and dealer diagnosed the vehicle and stated that the fuel pump failed and needed to be replaced. the vehicle was not repaired. the manufacturer was notified of the failure. the approximate failure mileage was 47,000.    the consumer also stated the air bag light illuminated and the vehicle continued to smell of gas, after the fuel pump was replaced.  also, the rpm fluctuated between 1500 to 3500 and the tire pressure light illuminated. updated 10/13/16.*jb",EVOQ,N,20141001,N,N,Y,,FWD,FI,GS,,,,,,,,,,,EDISON NISSAN,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1380317,10991683,Chrysler (FCA US LLC),DODGE,JOURNEY,2012,N,20170525,N,,,service brakes,PINAWA,MN,3C4PDCCG0CT,20170525,20170525,,,"purchased new in 2012. dodge journey sxt the tires developed cord separation at 22,000 km. manufacturer kumho. neither chrysler nor kumho would offer any compensation. even had 4 wheel alignment done that checked out ok to make sure it was not the problem. replaced them with american made tires and so far no issues.  my advise to new car purchasers is have tires if off shore replaced with domestics as part of offer  to purchase. secondly vehicle to date only has 37,000 km and brake rotors developed a warp. pulsation is being felt  upon moderate braking. i am not one to be hard on brakes and have never had to panic stop thus not having to over heat the brakes. next issue the cruise control will not engage when the button is pushed. the clock on the radio does not keep time . this is not our daily driver and the warranty  has run out time wise. to date only just over 37,000 km. i own 2 other n.a. vehicles by gm and ford  2001 and 1999 respectively . the 01 sunfire 455,000 km  4 sets of pads and original rotors and drums  and f150 with 157,000 2nd set of pads and original rotors so you can see it is not a poor driving style. very disappointed with chrysler products . have to take the journey back to dealer for service to see what can be done and will be getting hold of chrysler rep, this one is more in the shop than in my driveway thanks to gm and ford for keeping me rolling.if no positive results from dealer or chrysler i will not recommend their product to anyone from my experiences. i hope some one at chrysler reads this comment.i would certainly like to hear their response. having read many forums only to find out many are having the same issues with the same vehicles.",IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1492138,11122185,"Nissan North America, Inc.",NISSAN,VERSA,2014,N,20180724,N,,,engine,NORTH LAS VEGAS,NV,3N1CN7AP2EL,20180824,20180824,31000,,"on 7/24/18 while driving my 2014 nissan versa on north i-15 near charleston blvd in construction stop and go traffic, i had slowed to a stop based on traffic. as the traffic began to move, i tried to accelerate and car sputtered, but moved and then aftet driving a quarter of a mile at a speed of 25 mph, the car just stopped while in drive. all dsahboards lights and engine indication came on. luckily the car behind me screeched to stop. i immediately put on hazards and pulled emergency brake and put car in park. i tried to restart car and it wouldn't start. after five minutes, the car started and i was able to drive home. i advised my daughter and told her i would put car in shop. on 7/26/18, i took car to auto care for assessment. my vehicle had only 31,290 miles on it. they found nothing wrong but out of concern, i had a 30,000 mile service done on car. on 8/3/18, i was advised by another driver that my brake lights were not working. i went home and my daughter saw that the lights were out also. i checked as she braked and no lights. i drove on hazards to auto repair and they checked vehicle and lights worked. they stated maybe an electrical shortage but return if lights go out again. from the time i purchased this car brand new in march of 2014, i have taken it back to nissan for lack of power, sputtering at stops and intermittent stalls. nissan replaced oxygen sensor a year ago when car stopped while driving and advised that it's a small car so won't have a lot of power. on 8/23/18, i received notice from nissan regarding sudden stops and to bring car to dealer for repair. i am afraid to drive the vehicle or have my grandchildren with me when i drive. the car stutters at stop and hesitation is constant. i'm not sure nissan can repair this issue.",IVOQ,N,,N,N,N,,,,,,25,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1286649,10871559,Chrysler (FCA US LLC),CHRYSLER,200,2012,N,20160522,N,,,electrical system,WILMINGTON,NC,1C3CCBAB1CN,20160531,20160531,112000,,"tl* the contact owns a 2012 chrysler 200. the contact stated that while driving at 70 mph, the headlights failed without warning. the contact also stated that the traction control, the cruise control and the abs warning lights were illuminated. the contact also stated that there was a grinding noise coming from the front of the vehicle. the vehicle was not taken to be diagnosed or repaired. the manufacturer was notified of the failure. the approximate failure mileage was 112,000. ",EVOQ,N,,N,N,N,,,,,,70,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1445779,11071997,Toyota Motor Corporation,TOYOTA,RAV4,2018,N,20180130,N,,,unknown or other,CERRITOS,CA,2T3YFREV4JW,20180209,20180209,160,,"vehicle's lda (lane departure alert) could not be heard and no volume adjust. dealer won't do anything about it claiming there is no standard loudness required. yet, the lda is part of toyota safety sense and marketed as alert for safe driving assist. my vehicle is 2 weeks old and missed the warning twice already. false advertising by toyota as safety alert when it could not be heard. dangerous to depend on it.01/29",IVOQ,N,,N,N,N,,,,,,42,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1174539,10705125,Honda (American Honda Motor Co.),HONDA,CIVIC,2012,N,20141201,N,0,0,engine,SUNNYSIDE,NY,19XFB2F52CE,20150411,20150411,25000,1,the car loses power when going up hills and has stalled twice. if i lightly bump the shift while driving it goes into neutral. i must use the emergency brake when parked even on a flat surface or the car will roll.   *tr,IVOQ,N,,N,N,N,4,FWD,,,,40,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1382160,10993100,Toyota Motor Corporation,TOYOTA,HIGHLANDER,2016,N,20170604,N,,,unknown or other,ANNANDALE,VA,5TDDCRFH9GS,20170604,20170604,5790,,"on 6/4/2017 at 7:23 pm, pre-collision system (pcs) beeped and lit up ""brake"" even though the car in front of me was at least 4 car lengths away and it was traveling faster than my vehicle. this happened twice before in march 2017. the pcs warning came up even though there was no vehicle in front of my moving vehicle.  koons toyota looked at my car on april 29 and saw an event in my car's  computer. a subsequent checkup on may 18 and 19, 2017 revealed nothing more, according to them. i will bring my car in to koons again but they may say they have found nothing significant. i am worried that one day this car will suddenly stop in the middle of the highway and cause a dangerous pile up of crashed cars.",IVOQ,N,,N,N,N,,,,,,45,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1127267,10651958,Honda (American Honda Motor Co.),HONDA,CIVIC,2013,N,20140804,N,0,0,vehicle speed control,DEARBORN,MI,2HGFB2F54DH,20141102,20141102,25,1,"for any speed above 25mph  this issue occurs at any speed the cruise control is active.  i noticed this issue almost around august 2014.    issue occurs with setting speed control. in this model, the customer can choose either choose res +, res ??.    i found out if i choose   res -, the vehicle sets the speed correctly most of the time with +/-1 mile which is ok.  during this mode, each time the customer press ??-??, the vehicle speed decreases by one mile which is as designed.    sometimes, the vehicle does not hold the speed at the requested set speed and the vehicle speed continue decrease without limit      i found out if i choose   res +, the vehicle sets the speed correctly most of the time with +/-1 mile which is ok.    during this mode, each time the customer press ??+??, the vehicle speed increases by one mile which is as designed.    sometimes, the vehicle does not hold the speed at the requested set speed and the vehicle speed continue decrease without limit    the main and the most serious issue is, if the customer choose res -, then apply/press the brake the cruise control will be cancelled which is ok then if the customer choose res + after that, the vehicle speed continue rising without limit. this could cause accident if the driver did not pay attentions especially because it is not the normal operation.  *tr",IVOQ,N,,N,N,N,4,FWD,,,,25,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1464100,11091308,"Subaru of America, Inc.",SUBARU,OUTBACK,2018,N,20180501,N,,,steering,GRAHAMSVILLE,NY,,20180502,20180502,200,,"subaru better take notice on this steering issue! it is a danger!!! when pedestrians are walking on the road and you need to swing a little wider around them, the lane keep pushes you towards the pedestrian!!! in addition to this, when driving at 55 and above, it constantly feels as if the wind is blowing you around! there is no wind! this is a danger and there have been several times now, that i have almost went off the road!!! should i turn off my lane keep assist to stop this from happening!?!? i have had this car for 2 weeks, and so far i feel like i made a huge mistake getting this car!!!!! i would like to add that this is my 4th subaru. i am loyal to the brand. if i knew it was going to be like this, i would not have bought another!! or i would have bought a lower model. i have the 2018 limited outback. i my opinion buyer beware!!  or get a lower model without these options!!!!",IVOQ,N,,N,N,N,,,,,,55,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1428695,11051622,Chrysler (FCA US LLC),CHRYSLER,200,2015,Y,20171129,N,3,0,service brakes,BRIDGETON,NJ,1C3CCCBB7FN,20171130,20171130,26000,,"on november 29, 2017 at approximately 5:15 pm, was driving approximately 25mph in traffic on a two lane. i hit the brake to stop, no brakes, and i hit the person in front of me. after hitting them,  i bounced off and continued to move with no brakes. my airbags did not deploy and i sustained injuries to me chest, neck, head and back. i was able to steer the car in the right side lane and eventually was able to steer into a parking lot;  still with no brakes. i looked down to pull up the emergency brake and saw the shifter in neutral. i then put the shifter in park and the car finally stopped. i do not yet have the police report. i did not receive a ticket, but was taken by ambulance to the hospital.",IVOQ,Y,,N,N,N,,,,,,25,,,,,,,,,,,,,,V,,Y,Y,0,0,0,0,0,0,0,0,0,0
1292657,10876087,Toyota Motor Corporation,TOYOTA,CAMRY,2015,N,20160621,N,,,service brakes,EUGENE,OR,4T1BK1FK1FU,20160623,20160623,17419,,"collision avoidance system has failed on two occasions, may 10 (17419 miles) and june 21, 2016 (19185 miles). in both instances it was while being driven on 2-lane highways at highway speeds. both times it was taken to my dealer where the repair was to simply recalibrate the system.",IVOQ,N,,N,N,N,,,,,,60,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1264065,10838050,General Motors LLC,CHEVROLET,TRAVERSE,2016,N,20160217,N,,,structure:body,ORANGE,CA,,20160224,20160224,13000,,"passenger side window exploded.  we were driving on an open rural highway with no vehicles near us in the afternoon.  the weather was about 75 degrees and sunny.  all windows were up and the a/c was on.  we heard an explosion which sounded like a tire blowing out and the passenger side front door window had blown out.  when we pulled to the side of the road, you could see that the remaining parts of the window were angled outward slightly as if there had been pressure from inside the suv pushing it out.  fortunately, very little glass came into the car as it was all blown outward.  we were driving the speed limit on cruise control (70mph).  as there were no nearby vehicles or people on the side of the road, road debris was not the cause of this.  also, a close review of the vehicle show no marks from any external debris.",IVOQ,N,,N,N,N,,,,,,70,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1456799,11082106,"Volkswagen Group of America, Inc.",VOLKSWAGEN,TIGUAN,2013,N,20180329,N,,,air bags,MOUNTLAKE TERRACE,WA,WVGBV7AX8DW,20180329,20180329,54000,,"the electronics in the steering wheel started going out, finally nothing on the steering wheel to do with electronics will work,   no airbag  no horn  no cruise control  no stereo buttons  no other controls   this problem is related to the clock spring,  and so i took it to a dealer .  the dealer said it had already had the recall done , they put a cover over the electronic clock spring, they said back when that this would fix the problem ,   well it doesn't fix the problem , it may delay it ,  until the car is out of warranty .    my daughter drives this car, without an airbag now because vw and pignataro vw refuse to properly deal wit the problem.     the cover does not work , the clock spring will break , and the   airbag light will come on .   leaving the occupant open to injury or death in head on collition.   this is a sham that the company will not fix the problem .  they said it had been fixed so they are no longer liable .  it is not fixed !!!!  people are going to ,  or are  dying because of this  !!!",IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1460034,11084773,General Motors LLC,CHEVROLET,CAPTIVA,2012,N,20180102,N,,,steering,LINCOLN,KS,,20180412,20180412,74000,,ignition don't turn to the off position sticks in acc you have to restart vehicle and move steering wheel back and forth then try to turn car off again,IVOQ,N,,N,N,N,,,,,,0,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1420144,11042270,"BMW of North America, LLC",MINI,COOPER WORKS,2014,N,20171029,N,,,service brakes,HOT SPRINGS,AR,,20171102,20171102,50000,,"abs, acsm crash safety control module, emergency brake, acc cruise control, mid level and sport mode inoperable only functions in green mode with severe limitations than from before this occurred. ignition, acceleration, top speed... all of these are affected and my concern is not only the software and the acsm but because the drive has changed significantly i believe it could be more of a problem than a software update and the acsm. i was traveling/in motion on a city street at 45mph in green mode and acc activated. i live in arkansas, the streets are winding curvy roads just like i prefer my asphalt and drive to be however i have never experienced anything else that has caused this much concern and i have not ""dukes of hazard"" my mini. i have not been in an accident or received any damage to the vehicle.",IVOQ,N,,N,N,N,,,,,,45,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1413629,11033267,Chrysler (FCA US LLC),JEEP,COMPASS,2017,N,20171001,N,,,parking brake,SAN MATEO,CA,3C4NJCAB3HT,20171013,20171013,400,,"tl* the contact owns a 2017 jeep compass. while driving between 20-25 mph, the emergency brake erroneously self activated abruptly and stopped the vehicle. in addition, the electrical system malfunctioned and caused the instrument gauges to stop operating and the interior lighting remained illuminated. the vehicle was taken to putnam jeep/chrysler in burlingame, ca who indicated that the failures were due to a computer software update issue. the computer software was updated, but the failures continued. the manufacturer was notified of the failures. the failure mileage was 400. ",EVOQ,N,,N,N,N,,,,,,20,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
